Issue Type,Summary,Issue key,Issue id,Status,Priority,Resolution,Created,Resolved,Custom field (Actual Start  Time),Custom field (Actual End Time),Custom field (End Time),Custom field (Start Time),Custom field (Customer),Custom field (Deployment Success),Customer Request Type,Assignee,Labels,Labels,Labels
Customer Service Request,New IMT / JIRA access,SMXBID-2584,113353,Resolved,Trivial,Done,30/Jul/21 15:40,03/Aug/21 16:43,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Impact assessment request on COLT maintenance,SMXBID-2583,113331,Closed,Minor,Resolved,30/Jul/21 10:47,10/Aug/21 10:37,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request, SM/SOB, BSP",SMXBID-2581,113278,Resolved,Trivial,Done,29/Jul/21 12:07,30/Jul/21 16:34,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,the channel SFTP not connect SM,SMXBID-2580,113259,Closed,Minor,Not a Bug,28/Jul/21 15:08,29/Jul/21 09:14,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (SOB, CMM, SM), - CROPEX",SMXBID-2579,113156,Closed,Trivial,Done,27/Jul/21 08:44,27/Jul/21 08:58,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,new certificate,SMXBID-2578,113155,Closed,Trivial,Done,27/Jul/21 08:34,30/Aug/21 12:22,,,,,,,New Account & Certificate Requests,mv635,XBID-ServiceDesk,,
Customer Service Request,Unlock CMM account,SMXBID-2576,113093,Resolved,Minor,Done,23/Jul/21 11:48,23/Jul/21 13:38,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Request of certificates renewal for EPEX Exchange users XBEPEXX1 and XBEPEXX2,SMXBID-2575,113067,Resolved,Trivial,Done,22/Jul/21 15:43,23/Jul/21 09:46,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Unlock CMM account,SMXBID-2574,113066,Resolved,Minor,Done,22/Jul/21 15:39,22/Jul/21 15:50,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM, Litgrid",SMXBID-2573,113055,Closed,Trivial,Done,22/Jul/21 12:43,22/Jul/21 15:00,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,SLA performance reports for June 2021: clarifications,SMXBID-2572,113054,Closed,Minor,Not a Bug,22/Jul/21 12:33,13/Aug/21 10:05,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Incident,Deviated behavior content and filename PMI logs,SMXBID-2571,113034,Closed,Minor,,21/Jul/21 16:08,,,,,,,, Minor Incident,th409,XBID-ServiceDesk,,
Customer Service Request,Account unlock SM,SMXBID-2570,113029,Resolved,Minor,Done,21/Jul/21 15:04,21/Jul/21 15:54,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,JIRA access locked,SMXBID-2569,112981,Closed,Minor,Rejected,20/Jul/21 14:57,15/Sep/21 08:02,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Creation of XBID Client Certificates for CMM and SM production environment,SMXBID-2568,112937,Resolved,Trivial,Done,20/Jul/21 10:35,20/Jul/21 11:47,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID Prod Cert Request for CMM, REE (TSO) - CMMOPER1",SMXBID-2567,112852,Closed,Trivial,Done,17/Jul/21 09:06,19/Jul/21 09:22,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Missing reports in SOB WebGui,SMXBID-2566,112843,Resolved,Minor,Resolved,16/Jul/21 14:55,17/Jul/21 09:49,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,User locked in JIRA,SMXBID-2565,112834,Resolved,Minor,Resolved,16/Jul/21 12:49,16/Jul/21 13:07,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD); Cert Request for (IMT);(OTE)",SMXBID-2564,112793,Closed,Trivial,Done,15/Jul/21 11:37,30/Aug/21 12:14,,,,,,,New Account & Certificate Requests,mv635,XBID-ServiceDesk,,
Customer Service Request,OPCOM PROD certificates expiring,SMXBID-2563,112784,Resolved,Trivial,Done,15/Jul/21 09:44,15/Jul/21 15:54,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Problem - ACER report - SFTP - EPEX (NEMO),SMXBID-2562,112772,Resolved,Minor,Done,14/Jul/21 23:25,29/Jul/21 09:23,,,,,,,Request for Historical or Archival Data,yn731,XBID-ServiceDesk,,
Customer Service Request,Renewal of Jira/IMT certificate - Lara Visone ,SMXBID-2561,112735,Resolved,Trivial,Done,14/Jul/21 10:38,19/Jul/21 10:51,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New user certificate request,SMXBID-2560,112720,Resolved,Trivial,Done,14/Jul/21 04:34,15/Jul/21 16:07,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (SM),(OTE)",SMXBID-2559,112678,Resolved,Trivial,Done,12/Jul/21 16:03,13/Jul/21 08:58,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (SOB),(OTE)",SMXBID-2558,112677,Resolved,Trivial,Done,12/Jul/21 16:02,13/Jul/21 08:55,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (CMM),(OTE)",SMXBID-2557,112676,Resolved,Trivial,Done,12/Jul/21 16:00,13/Jul/21 08:40,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New certificate for PROD CMM user 50HCMMEP,SMXBID-2556,112599,Resolved,Trivial,Done,09/Jul/21 08:18,09/Jul/21 13:17,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,TTN - Request for additional information republishing of capacities for delivery 08-05-2021,SMXBID-2555,112557,Closed,Minor,Done,08/Jul/21 07:43,08/Jul/21 11:29,,,,,,,Request for Historical or Archival Data,ub113,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal,SMXBID-2554,112532,Closed,Trivial,Resolved,07/Jul/21 12:47,19/Jul/21 13:09,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New Certificate for SM User SPMADM27,SMXBID-2553,112496,Closed,Trivial,,06/Jul/21 12:43,,,,,,,,New Account & Certificate Requests,lw641,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for CMM, (Energinet)",SMXBID-2552,112472,Closed,Trivial,Duplicate,05/Jul/21 16:02,07/Jul/21 11:01,,,,,,,New Account & Certificate Requests,lw641,XBID-ServiceDesk,,
Customer Service Request,Access to Project Jira,SMXBID-2551,112462,Closed,Minor,Done,05/Jul/21 13:51,27/Jul/21 17:40,,,,,,,Password Reset & Account Unlock,lw641,XBID-ServiceDesk,,
Customer Service Request,Request for right to access JIRA test tickets,SMXBID-2550,112394,Closed,Trivial,Done,02/Jul/21 14:02,08/Jul/21 10:25,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Incident,ECP file reception late,SMXBID-2549,112362,Closed,Minor,Not a Bug,01/Jul/21 18:31,05/Aug/21 09:26,,,,,,, Minor Incident,oh856,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for June 2021,SMXBID-2548,112334,Resolved,Minor,Done,01/Jul/21 08:56,11/Sep/21 09:33,,,,,,,XBID SLA Reporting,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for CMM, (Energinet)",SMXBID-2547,112320,Resolved,Trivial,Done,30/Jun/21 15:33,14/Jul/21 10:08,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Incident,MINOR / SOB / PMI / EMCO[NEMO] / Missing acknowledgements after reconnection,SMXBID-2546,112318,Resolved,Minor,Resolved,30/Jun/21 15:14,27/Jul/21 09:43,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Users Certificate to access JIRA has expired,SMXBID-2545,112300,Resolved,Minor,Done,30/Jun/21 11:31,30/Jun/21 13:56,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,OMIE JIRA/IMT certificates renewal,SMXBID-2544,112274,Closed,Trivial,Done,30/Jun/21 09:46,07/Jul/21 13:06,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Incident,Service Request - SOB - CUTE TSO inaccessible - EPEX,SMXBID-2543,112252,Closed,Minor,Rejected,29/Jun/21 15:43,30/Jun/21 08:51,,,,,,, Minor Incident,oh856,XBID-ServiceDesk,,
Customer Service Request,User account locked,SMXBID-2542,112220,Closed,Minor,Done,29/Jun/21 09:02,29/Jun/21 09:22,,,,,,,XBID Service Desk (IMT) Questions & Issues,ub113,XBID-ServiceDesk,,
Incident,OPCOM Local Trading System disconnected from SOB ,SMXBID-2541,112206,Closed,Minor,Not a Bug,28/Jun/21 23:31,09/Aug/21 16:25,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,New account to be added to XBID-ALL portal,SMXBID-2540,112198,Closed,Trivial,Done,28/Jun/21 17:03,29/Jun/21 09:15,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,Blocking of anonymous proxies from connecting to XBID,SMXBID-2539,112196,Closed,Minor,Rejected,28/Jun/21 16:25,25/Sep/21 09:17,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,CMM CUTE TSO: Request for DBAG-support,SMXBID-2538,112194,Closed,Minor,Done,28/Jun/21 15:29,28/Jun/21 17:46,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Customer Service Request,IC SMS & EMAIL invites - amendment,SMXBID-2537,112193,Closed,Minor,Done,28/Jun/21 15:24,29/Jun/21 09:18,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM and SM, TTN (renewal of existing certificates)",SMXBID-2536,112167,Resolved,Trivial,Done,28/Jun/21 11:29,30/Jun/21 09:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Password reset and user ID,SMXBID-2532,112065,Closed,Minor,Resolved,24/Jun/21 11:00,07/Jul/21 14:45,,,,,,,Password Reset & Account Unlock,lw641,XBID-ServiceDesk,,
Customer Service Request,Creation of XBID Client Certificates for CMM and SM production environment,SMXBID-2531,112031,Resolved,Trivial,Done,23/Jun/21 15:30,28/Jun/21 10:02,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Please create a sFTP acceso for TSO Terna,SMXBID-2530,112028,Closed,Trivial,Done,23/Jun/21 14:31,08/Jul/21 09:39,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Cert Request for CMM, EMCO",SMXBID-2529,111978,Closed,Trivial,Done,22/Jun/21 15:20,23/Jun/21 10:38,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Minor Incident - SOB - LTS connectivity issue - EPEX (NEMO),SMXBID-2528,111929,Resolved,Minor,Resolved,21/Jun/21 15:11,23/Jun/21 17:43,,,,,,, Minor Incident,oh856,XBID-ServiceDesk,,
Incident,Bug / SOB / WebGUI / EMCO[NEMO] / UI bug when changing multiple products,SMXBID-2527,111920,Resolved,Minor,Resolved,21/Jun/21 11:09,01/Jul/21 11:15,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Please create sFTP access for NOIS Production,SMXBID-2526,111918,Resolved,Trivial,Done,21/Jun/21 10:52,17/Aug/21 16:55,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Please create a sFTP access for GME,SMXBID-2523,111877,Resolved,Trivial,Done,18/Jun/21 12:09,11/Aug/21 09:55,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New IMT users and client certificates for TSO TERNA,SMXBID-2522,111861,Closed,Trivial,Done,17/Jun/21 18:23,25/Jun/21 15:20,,,,,,,New Account & Certificate Requests,mv635,XBID-ServiceDesk,,
Customer Service Request,Create client certificates for GME,SMXBID-2521,111860,Resolved,Trivial,Done,17/Jun/21 17:14,22/Jun/21 11:53,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Create client certificates for GME,SMXBID-2520,111859,Resolved,Trivial,Done,17/Jun/21 17:07,18/Jun/21 10:35,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Create client certificates for GME,SMXBID-2519,111857,Resolved,Trivial,Done,17/Jun/21 17:04,24/Jun/21 09:56,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,new certificate for  DBAG jira access ,SMXBID-2518,111840,Resolved,Trivial,Done,17/Jun/21 11:13,17/Jun/21 19:38,,,,,,,New Account & Certificate Requests,mv635,XBID-ServiceDesk,,
Customer Service Request,revokation request,SMXBID-2517,111839,Resolved,Trivial,Resolved,17/Jun/21 11:05,18/Jun/21 10:43,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (IMT); (OTE)",SMXBID-2516,111812,Closed,Trivial,Done,16/Jun/21 16:13,16/Jun/21 23:24,,,,,,,New Account & Certificate Requests,mv635,XBID-ServiceDesk,,
Customer Service Request,"Production env., Cert. request for SOB ADMIN User; OTE",SMXBID-2515,111811,Closed,Trivial,Done,16/Jun/21 16:09,17/Jun/21 13:53,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"Production env., Cert. request for SM CCP ADMIN User; OTE",SMXBID-2514,111810,Closed,Trivial,Done,16/Jun/21 16:07,17/Jun/21 13:46,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,SIDC - PROD - Replacement of Load Balancers.,SMXBID-2513,111758,Closed,Minor,Won't Do,16/Jun/21 09:39,23/Jul/21 14:48,,,,,,,,yn731,XBID-ServiceDesk,,
Incident,Minor - CMM/CMI - SFTP - Empty NSF files received by Svk,SMXBID-2512,111735,Closed,Minor,Not a Bug,15/Jun/21 17:06,15/Sep/21 08:01,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,New accounts and certificate requests for JAO users,SMXBID-2510,111648,Resolved,Trivial,Done,14/Jun/21 13:21,15/Jun/21 10:22,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,OMIE Lost connection to main XBID Server,SMXBID-2509,111619,Closed,Minor,Not a Bug,13/Jun/21 06:28,17/Aug/21 17:09,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Creation of account and certificated for Explicit participant,SMXBID-2508,111608,Resolved,Trivial,Done,11/Jun/21 13:39,15/Jun/21 14:43,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate for e-mail encryption with XBID CMM production,SMXBID-2507,111298,Resolved,Minor,Not a Bug,02/Jun/21 14:49,27/Jul/21 15:50,,,,,,,New Account & Certificate Requests,yn731,,,
Customer Service Request,New IMT users for GME,SMXBID-2506,111520,Resolved,Trivial,Done,09/Jun/21 13:52,14/Jun/21 11:56,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,User Certificate - IMT/JIRA,SMXBID-2505,111503,Resolved,Trivial,Done,09/Jun/21 12:40,10/Jun/21 13:38,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,JAO Xbid certificate required,SMXBID-2504,111179,Closed,Minor,Done,31/May/21 15:55,15/Jun/21 09:05,,,,,,,New Account & Certificate Requests,yn731,support_request,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for May 2021,SMXBID-2503,111434,Resolved,Minor,Done,08/Jun/21 09:35,11/Sep/21 09:32,,,,,,,XBID SLA Reporting,oh856,XBID-ServiceDesk,,
Customer Service Request,JIRA&IMT Account locked,SMXBID-2502,111420,Resolved,Minor,Done,07/Jun/21 16:22,07/Jun/21 16:45,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Problem,RCA: XBID PROD SFTP not available for some customers,SMXBID-2501,111353,Closed,Major,,03/Jun/21 10:08,,,,,,,,Report a problem or bug,lw641,XBID-ServiceDesk,,
Incident,SVK can not connect to XBID SFTP,SMXBID-2500,111333,Closed,Major,Resolved,03/Jun/21 06:23,03/Jun/21 10:10,,,,,,,Critical Incident,lw641,XBID-ServiceDesk,,
Customer Service Request,Create an account on JIRA and prolong existing certificate OTE,SMXBID-2499,111204,Resolved,Minor,Done,01/Jun/21 10:44,04/Jun/21 16:35,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Incident,SM responces for access via webui,SMXBID-2498,111184,Closed,Minor,Not a Bug,01/Jun/21 08:30,15/Jun/21 13:11,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,New IMT / JIRA access,SMXBID-2497,111171,Resolved,Trivial,Done,31/May/21 12:28,31/May/21 17:58,,,,,,,New Account & Certificate Requests,,XBID-ServiceDesk,,
Incident,MINOR / SOB / PMI / EMCO[NEMO] / Performance degradation after 3.1,SMXBID-2496,111167,Closed,Minor,Resolved,31/May/21 11:07,09/Sep/21 19:20,,,,,,, Minor Incident,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Replacement Cert request for SM, for EPEX ",SMXBID-2495,111165,Resolved,Trivial,Done,31/May/21 11:04,31/May/21 12:10,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Minor - ECP - Slow communication - TTN (TSO),SMXBID-2494,111140,Closed,Minor,Resolved,28/May/21 19:05,29/Jun/21 16:26,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Teleconferencing system switch to GoToMeeting - DBAG Approval request,SMXBID-2492,111082,Resolved,Minor,Done,27/May/21 22:38,13/Jul/21 13:54,,,,,,,XBID Service Desk (IMT) Questions & Issues,ub113,XBID-ServiceDesk,,
Customer Service Request,Add XBID-All permission,SMXBID-2491,110987,Resolved,Trivial,Done,26/May/21 13:13,28/May/21 17:23,,,,,,,,yn731,support_request,,
Incident,Minor Incident - LTS/SM/ComTrader - OMIE - XBID connection lost,SMXBID-2490,110886,Resolved,Minor,Resolved,24/May/21 14:11,14/Jun/21 08:46,,,,,,, Minor Incident,oh856,XBID-ServiceDesk,,
Customer Service Request,EPEX - PROD - SOB TC540 & TC810 request,SMXBID-2487,110838,Closed,Minor,Done,21/May/21 13:59,24/May/21 15:26,,,,,,,Request for Historical or Archival Data,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID PROD Cert Request renewal for CMM users (TTN on behalf of TSCNET and Nordic RSC),SMXBID-2486,110828,Resolved,Trivial,Done,21/May/21 11:00,24/May/21 12:40,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Delete existing TTG User,SMXBID-2485,110757,Resolved,Trivial,Done,20/May/21 10:18,20/May/21 10:49,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Delete existing TTG User,SMXBID-2484,110756,Closed,Minor,Duplicate,20/May/21 10:16,20/May/21 10:50,,,,,,,AlarmTilt Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,PROD sFTP access for AM indicators ,SMXBID-2483,110753,Resolved,Trivial,Done,20/May/21 10:09,13/Jul/21 10:50,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,user certificate is expiring,SMXBID-2482,110733,Resolved,Minor,Done,19/May/21 18:22,20/May/21 11:22,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,SVK user xbid@svk.se does not receive AlarmTilt ICCC invitation e-mails,SMXBID-2481,110713,Closed,Minor,Fixed,19/May/21 14:43,31/May/21 14:04,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,SMXBID-2459 password for certs not received by sms,SMXBID-2480,110706,Closed,Trivial,Done,19/May/21 14:18,19/May/21 16:42,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Please create a sFTP access for GME,SMXBID-2479,110611,Closed,Trivial,Rejected,18/May/21 16:41,19/May/21 08:35,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Service Request / sFTP/ OMIE (NEMO),SMXBID-2478,110586,Resolved,Trivial,Done,18/May/21 11:18,01/Jun/21 12:22,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,new account for Naji TARHINI,SMXBID-2477,110552,Resolved,Trivial,Done,17/May/21 15:19,17/May/21 15:41,,,,,,,New Account & Certificate Requests,mv635,XBID-ServiceDesk,,
Customer Service Request,XBID Jira  unlock account,SMXBID-2476,110527,Closed,Minor,Resolved,17/May/21 08:24,17/May/21 13:29,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Minor Incident-SOB-ComTrader-EPEX - Brief heart beat loss to SOB CT,SMXBID-2475,110503,Resolved,Minor,Resolved,15/May/21 22:04,17/Jun/21 10:07,,,,,,, Minor Incident,oh856,XBID-ServiceDesk,,
Customer Service Request,SM/reset password/OPCOM[NEMO],SMXBID-2474,110499,Closed,Minor,Not a Bug,14/May/21 17:15,15/May/21 13:28,,,,,,,Password Reset & Account Unlock,wn626,XBID-ServiceDesk,,
Customer Service Request,Cannot connect to PROD sFTP,SMXBID-2473,110429,Closed,Minor,Done,13/May/21 15:09,23/Jun/21 13:33,,,,,HUPX,,New Account & Certificate Requests,yn731,,,
