region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 1,55,53,Married,21,34,Did not complete high school,8,No,Male,2,No,No,No,No,5.7,0,0,0,0,304.4,0,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,1.7404661748405, , , , ,3.52636052461616,Plus service,No
Zone 3,43,36,Married,5,107,Did not complete high school,19,No,Female,3,Yes,No,Yes,No,11.55,12.75,0,21.5,0,491.55,583.75,0,910,0,Yes,No,No,No,No,No,No,No,No,2.4466854369678,2.54553127160444, ,3.06805293513362, ,4.67282883446191,E-service,Yes
Zone 2,47,25,Married,5,21,Did not complete high school,1,No,Female,2,Yes,No,Yes,No,8.65,30.5,0,9,0,426.6,1465.45,0,405,0,No,No,No,No,No,Yes,Yes,Yes,No,2.15755932094379,3.41772668361337, ,2.19722457733622, ,3.04452243772342,Plus service,Yes
Zone 3,65,58,Unmarried,30,83,High school degree,16,No,Female,1,No,No,Yes,No,19.3,0,0,22.75,0,1323.2,0,0,1370,0,Yes,No,No,No,No,Yes,No,No,No,2.96010509591084, , ,3.12456514539696, ,4.4188406077966,E-service,No
Zone 1,13,20,Unmarried,1,17,Some college,0,No,Male,5,No,Yes,Yes,No,3.05,0,31.3,14,0,40.3,0,390.6,155,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1.11514159061932, ,3.44361809754611,2.63905732961526, ,2.83321334405622,Total service,No
Zone 3,64,25,Married,4,76,Some college,2,No,Female,6,No,Yes,Yes,No,24.05,0,35.4,21.25,0,1536.55,0,2288.45,1400,0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,3.18013499655177, ,3.56671182013973,3.05635689537043, ,4.33073334028633,Plus service,No
Zone 2,12,24,Unmarried,2,19,Did not complete high school,0,No,Male,1,Yes,No,Yes,No,4,24.75,0,27.25,0,46,299,0,295,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.38629436111989,3.2088254890147, ,3.30505352110925, ,2.94443897916644,Plus service,Yes
Zone 1,29,32,Married,0,49,College degree,3,No,Female,3,No,Yes,No,No,6.7,0,33,0,0,187,0,918.25,0,0,Yes,No,Yes,Yes,No,No,No,No,Yes,1.90210752639692, ,3.49650756146648, , ,3.89182029811063,E-service,Yes
Zone 2,23,47,Unmarried,21,173,Some college,22,No,Female,1,No,No,No,No,7.6,0,0,0,0,145.9,0,0,0,0,Yes,No,No,No,Yes,No,No,Yes,Yes,2.02814824729229, , , , ,5.15329159449778,E-service,No
Zone 2,14,35,Unmarried,4,47,Some college,10,No,Female,1,Yes,No,No,Yes,5,21.75,0,0,24.15,76.2,318.2,0,0,274,Yes,No,No,No,No,No,Yes,Yes,Yes,1.6094379124341,3.07961375753469, , ,3.18428438009858,3.85014760171006,E-service,Yes
Zone 1,35,61,Unmarried,23,41,High school degree,11,No,Male,1,No,No,Yes,No,9.6,0,0,9.5,0,353.55,0,0,295,0,No,No,No,No,No,No,No,No,No,2.26176309847379, , ,2.2512917986065, ,3.71357206670431,Basic service,No
Zone 3,26,39,Unmarried,8,105,Some college,13,No,Female,1,Yes,No,Yes,Yes,6.6,39.75,0,37.25,38.25,159.7,1022.45,0,1005,885.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.88706964903238,3.68260984110034, ,3.61765194482557,3.64414356027254,4.65396035015752,Total service,No
Zone 1,13,54,Unmarried,2,31,College degree,2,No,Male,1,No,No,No,No,5.85,0,0,0,0,97,0,0,0,0,No,Yes,No,Yes,No,No,No,No,Yes,1.76644166124377, , , , ,3.43398720448515,Basic service,No
Zone 2,69,40,Married,13,41,High school degree,17,No,Male,3,No,No,Yes,No,25.25,0,0,33,0,1725.1,0,0,2320,0,Yes,No,No,No,No,No,No,No,No,3.22882615572137, , ,3.49650756146648, ,3.71357206670431,E-service,No
Zone 3,61,50,Married,30,102,College degree,9,No,Female,3,No,No,Yes,No,12.6,0,0,12.5,0,760.3,0,0,745,0,Yes,No,No,Yes,No,No,No,No,Yes,2.53369681395743, , ,2.52572864430826, ,4.62497281328427,E-service,No
Zone 2,45,22,Married,2,36,College degree,0,No,Female,5,Yes,Yes,No,No,9.95,14.75,26.15,0,0,412.1,663.1,1180.5,0,0,Yes,No,No,No,No,No,No,No,No,2.2975725511705,2.69124308278583,3.26384919051093, , ,3.58351893845611,E-service,Yes
Zone 2,3,37,Unmarried,13,24,Did not complete high school,3,No,Female,1,No,No,No,No,2,0,0,0,0,3.05,0,0,0,0,No,Yes,No,No,No,No,No,Yes,Yes,.693147180559945, , , , ,3.17805383034795,Basic service,No
Zone 2,53,22,Unmarried,1,25,College degree,0,No,Male,2,No,Yes,Yes,No,12.05,0,27.15,6.5,0,666,0,1469.25,335,0,Yes,No,No,Yes,No,No,No,No,Yes,2.48906465993666, ,3.30137704637994,1.87180217690159, ,3.2188758248682,E-service,No
Zone 1,59,42,Unmarried,1,68,High school degree,21,No,Female,1,Yes,No,Yes,No,17.3,21.25,0,19.25,0,997.85,1183.55,0,1160,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.85070650150373,3.05635689537043, ,2.95751106073379, ,4.21950770517611,Plus service,No
Zone 1,13,34,Unmarried,11,20,Some college,0,No,Female,1,No,No,No,No,4.8,0,0,0,0,71.05,0,0,0,0,No,No,No,Yes,No,No,No,No,No,1.56861591791385, , , , ,2.99573227355399,Basic service,No
Zone 3,31,31,Unmarried,4,48,Did not complete high school,15,No,Male,1,No,No,No,No,3.8,0,0,0,0,127.7,0,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,1.33500106673234, , , , ,3.87120101090789,Plus service,No
Zone 1,40,29,Married,6,40,High school degree,8,No,Female,5,No,No,No,No,13,0,0,0,0,502.95,0,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,2.56494935746154, , , , ,3.68887945411394,Plus service,No
Zone 1,48,55,Unmarried,15,79,Did not complete high school,25,No,Male,1,No,No,Yes,No,13.8,0,0,25.5,0,668.65,0,0,1140,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.62466859216316, , ,3.23867845216438, ,4.36944785246702,Plus service,No
Zone 3,3,31,Unmarried,1,28,Did not complete high school,0,No,Male,1,Yes,Yes,Yes,No,3.45,15.5,23.3,23.5,0,13.3,48.75,62.95,45,0,No,No,No,Yes,No,No,Yes,No,No,1.23837423104327,2.7408400239252,3.14845336057165,3.15700042115011, ,3.3322045101752,Basic service,Yes
Zone 2,51,48,Unmarried,12,64,High school degree,22,No,Female,1,No,No,Yes,No,14.8,0,0,17,0,708.45,0,0,820,0,No,No,No,No,No,No,No,No,No,2.69462718077007, , ,2.83321334405622, ,4.15888308335967,Basic service,No
Zone 3,33,41,Unmarried,15,37,High school degree,11,No,Male,1,No,No,No,No,12.2,0,0,0,0,415.05,0,0,0,0,No,No,No,No,No,No,No,No,No,2.50143595173921, , , , ,3.61091791264422,Basic service,No
Zone 3,14,47,Married,7,48,Did not complete high school,13,No,Male,2,Yes,No,No,No,4.25,11,0,0,0,55.5,126.45,0,0,0,No,No,No,No,No,No,No,Yes,No,1.44691898293633,2.39789527279837, , , ,3.87120101090789,Basic service,No
Zone 1,17,42,Married,6,131,Post-undergraduate degree,6,No,Male,3,No,Yes,No,Yes,5.8,0,35.35,0,21.65,103.1,0,527.8,0,331.4,Yes,No,No,Yes,No,No,No,No,Yes,1.75785791755237, ,3.56529839234258, ,3.0750054544485,4.87519732320115,E-service,Yes
Zone 3,19,29,Married,9,18,High school degree,2,No,Male,3,No,No,No,No,5.4,0,0,0,0,108.5,0,0,0,0,No,No,No,Yes,No,No,Yes,No,Yes,1.68639895357023, , , , ,2.89037175789616,Basic service,Yes
Zone 2,58,36,Unmarried,10,38,High school degree,14,No,Female,1,No,No,Yes,No,10.15,0,0,17.75,0,538.65,0,0,1030,0,Yes,No,No,No,No,No,No,No,No,2.3174737054878, , ,2.87638551592142, ,3.63758615972639,E-service,No
Zone 3,22,23,Unmarried,3,37,High school degree,4,No,Female,3,No,Yes,Yes,Yes,5.35,0,28.1,9,24.7,144.05,0,602.2,200,503.5,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1.67709656090792, ,3.3357695763397,2.19722457733622,3.20680324363393,3.61091791264422,Total service,No
Zone 2,29,31,Married,1,60,College degree,6,No,Male,5,No,Yes,No,No,9.6,0,26.75,0,0,243.9,0,730.8,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.26176309847379, ,3.28653447334202, , ,4.0943445622221,E-service,Yes
Zone 3,14,22,Married,2,13,Some college,0,No,Female,4,No,Yes,No,No,9.45,0,26.85,0,0,117.55,0,364.1,0,0,Yes,No,No,Yes,No,No,No,No,No,2.24601474150565, ,3.29026582095487, , ,2.56494935746154,E-service,Yes
Zone 2,70,64,Married,18,98,Did not complete high school,31,No,Female,2,Yes,No,Yes,Yes,26.15,84,0,11.25,45.45,1805.1,5850.25,0,720,3243.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.26384919051093,4.43081679884331, ,2.42036812865043,3.81661282062349,4.58496747867057,Total service,No
Zone 1,62,52,Married,2,195,Did not complete high school,23,No,Male,2,Yes,No,Yes,Yes,23.15,36.75,0,36,34.3,1420.95,2308.25,0,2205,2082.8,Yes,No,No,No,No,No,Yes,Yes,No,3.14199478053224,3.60413822565885, ,3.58351893845611,3.53514535417189,5.27299955856375,Plus service,Yes
Zone 2,7,35,Married,0,47,Did not complete high school,14,No,Male,5,No,No,No,No,5.2,0,0,0,0,46.9,0,0,0,0,No,No,No,No,No,No,No,No,No,1.64865862558738, , , , ,3.85014760171006,Basic service,Yes
Zone 1,56,47,Married,19,65,High school degree,22,No,Male,3,Yes,No,Yes,Yes,12.4,48.75,0,36.5,58.4,744.45,2695.95,0,2070,3084.2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.51769647261099,3.88670519744386, ,3.59731226058845,4.06731588983418,4.17438726989564,Total service,No
Zone 1,50,50,Married,22,150,Post-undergraduate degree,5,No,Female,4,No,Yes,Yes,No,19.3,0,33.4,50.75,0,930.8,0,1719.4,2585,0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2.96010509591084, ,3.50855589998265,3.9269116179219, ,5.01063529409626,E-service,Yes
Zone 2,57,39,Unmarried,6,106,Post-undergraduate degree,8,No,Male,1,Yes,Yes,Yes,Yes,9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.35,740,2183.95,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.20276475771183,3.18841661738349,3.73409179693548,2.50552593699074,3.67882911826043,4.66343909411207,Plus service,No
Zone 3,2,40,Unmarried,19,51,College degree,14,No,Female,1,No,No,No,No,4.25,0,0,0,0,6.8,0,0,0,0,No,Yes,No,Yes,No,No,No,No,Yes,1.44691898293633, , , , ,3.93182563272433,Basic service,No
Zone 2,40,38,Unmarried,17,96,College degree,0,No,Female,1,No,No,No,No,9.3,0,0,0,0,316.05,0,0,0,0,No,No,No,No,No,No,No,No,No,2.23001440015921, , , , ,4.56434819146784,Basic service,No
Zone 2,6,43,Unmarried,4,33,Post-undergraduate degree,7,No,Male,2,No,No,Yes,Yes,4.25,0,0,16.25,26.75,30,0,0,85,146.55,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1.44691898293633, , ,2.78809290877575,3.28653447334202,3.49650756146648,Plus service,No
Zone 3,23,25,Married,6,38,High school degree,1,No,Female,3,Yes,Yes,Yes,No,13.9,23.25,28.5,3.75,0,255,574.85,621.25,65,0,Yes,No,Yes,No,No,Yes,Yes,No,No,2.63188884013665,3.14630513203337,3.3499040872746,1.32175583998232, ,3.63758615972639,Plus service,No
Zone 3,11,32,Unmarried,6,125,College degree,5,No,Male,1,Yes,Yes,Yes,Yes,3.8,19.25,61.45,19,58.25,31.75,233.4,578.6,200,577.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.33500106673234,2.95751106073379,4.11822383601204,2.94443897916644,4.06474409244581,4.8283137373023,Total service,Yes
Zone 1,29,37,Married,13,145,Post-undergraduate degree,0,No,Female,4,Yes,Yes,Yes,Yes,8.6,24,41.15,17.75,28,241.45,713.45,1201.4,495,722.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.15176220325946,3.17805383034795,3.71722392712308,2.87638551592142,3.3322045101752,4.97673374242057,Total service,No
Zone 1,42,44,Married,2,99,High school degree,21,No,Male,3,Yes,No,Yes,No,22.05,34.75,0,9.75,0,841.55,1501.55,0,395,0,Yes,No,No,No,No,Yes,No,Yes,No,3.09331260189286,3.5481795720108, ,2.27726728500976, ,4.59511985013459,Plus service,No
Zone 1,20,34,Married,2,22,College degree,0,No,Female,3,Yes,Yes,Yes,Yes,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635,570.65,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.57897870494939,2.9041650800285,3.5567756134806,3.5481795720108,3.45473814859019,3.09104245335832,Total service,No
Zone 2,72,60,Married,21,31,Did not complete high school,38,Yes,Male,2,No,No,Yes,No,32.25,0,0,33.5,0,2349.25,0,0,2385,0,Yes,No,No,No,No,No,No,No,No,3.47351804324178, , ,3.51154543883102, ,3.43398720448515,E-service,No
Zone 1,2,36,Unmarried,3,25,Did not complete high school,6,No,Female,1,Yes,Yes,Yes,Yes,1.9,15.75,28.7,5,24.15,3.6,23.05,29.05,5,20.95,No,No,Yes,No,Yes,Yes,Yes,Yes,No,.641853886172395,2.75684036527164,3.35689712276558,1.6094379124341,3.18428438009858,3.2188758248682,Plus service,No
Zone 3,46,25,Unmarried,5,57,Post-undergraduate degree,0,No,Female,2,Yes,Yes,Yes,Yes,20.25,21.25,39.4,9.75,28.35,923.95,968.95,1748.55,445,1246.45,No,No,No,Yes,No,No,Yes,Yes,Yes,3.00815479355255,3.05635689537043,3.67376581630389,2.27726728500976,3.34462703017376,4.04305126783455,Basic service,No
Zone 2,39,51,Married,21,41,Post-undergraduate degree,20,No,Male,6,Yes,Yes,Yes,Yes,12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330,1301.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.4932054526027,3.02042488614436,3.99452422693989,2.27726728500976,3.56529839234258,3.71357206670431,Total service,No
Zone 3,24,25,Married,1,20,Some college,1,No,Female,2,No,Yes,No,No,8.15,0,27.95,0,0,209.35,0,615.8,0,0,Yes,No,No,Yes,Yes,No,Yes,No,No,2.09801792725277, ,3.33041719960111, , ,2.99573227355399,E-service,Yes
Zone 3,59,43,Married,4,101,High school degree,22,No,Female,5,No,No,Yes,No,13.65,0,0,20.75,0,817.65,0,0,1195,0,Yes,No,No,No,No,No,No,Yes,No,2.61373952163097, , ,3.03254624667671, ,4.61512051684126,E-service,No
Zone 1,65,37,Unmarried,8,56,High school degree,15,No,Male,1,No,No,Yes,No,10.25,0,0,10.75,0,681.95,0,0,655,0,Yes,No,No,No,No,No,No,No,No,2.32727770558442, , ,2.37490575457367, ,4.02535169073515,E-service,No
Zone 2,50,27,Married,5,22,High school degree,5,No,Female,3,No,No,Yes,No,17.2,0,0,13.25,0,893.3,0,0,750,0,No,No,No,No,No,No,No,No,No,2.84490938381941, , ,2.58399755243223, ,3.09104245335832,Basic service,No
Zone 1,57,37,Unmarried,11,108,College degree,9,No,Female,1,Yes,Yes,Yes,No,21.8,27.25,42,8,0,1292,1492.1,2394.75,425,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3.08190996979504,3.30505352110925,3.73766961828337,2.07944154167984, ,4.68213122712422,Plus service,No
Zone 3,61,48,Unmarried,14,115,College degree,20,No,Female,1,Yes,Yes,Yes,Yes,12.8,16,39.2,17.25,31,785.7,953.95,2410.1,1015,1799.15,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2.54944517092557,2.77258872223978,3.66867674679642,2.84781214347737,3.43398720448515,4.74493212836325,Total service,No
Zone 3,34,54,Unmarried,31,53,College degree,22,No,Male,1,Yes,Yes,Yes,Yes,8.1,18,45.6,56.5,66.9,225.4,588.4,1463.8,1880,2304.8,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,2.09186406167839,2.89037175789616,3.81990771652034,4.0342406381524,4.20319896713418,3.97029191355212,Total service,No
Zone 3,38,53,Unmarried,13,242,College degree,12,No,Male,1,Yes,Yes,Yes,Yes,8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020,1934.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.19165353228676,3.63098547569503,3.99083418585244,3.3499040872746,3.9269116179219,5.48893772615669,Total service,No
Zone 1,3,24,Married,2,20,High school degree,3,No,Female,5,Yes,No,Yes,No,3.35,22.5,0,9.25,0,7.55,49.55,0,15,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1.20896034583698,3.11351530921037, ,2.22462355152433, ,2.99573227355399,Plus service,No
Zone 2,4,47,Unmarried,5,123,College degree,11,No,Male,1,No,Yes,Yes,No,2.5,0,25.3,13.75,0,9.25,0,99.5,40,0,No,No,No,Yes,No,No,Yes,No,Yes,.916290731874155, ,3.23080439573347,2.62103882411258, ,4.81218435537242,Basic service,No
Zone 2,15,35,Unmarried,0,34,Did not complete high school,12,No,Male,1,No,No,No,No,3.95,0,0,0,0,47.95,0,0,0,0,No,No,No,No,No,No,No,No,No,1.37371557891303, , , , ,3.52636052461616,Basic service,No
Zone 1,25,29,Married,8,31,College degree,3,No,Female,5,No,Yes,No,No,12.95,0,33.05,0,0,348.9,0,832.85,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.56109578814555, ,3.4980215662977, , ,3.43398720448515,E-service,Yes
Zone 3,21,44,Unmarried,25,47,Did not complete high school,12,No,Female,2,No,No,Yes,No,7.05,0,0,14.5,0,182.3,0,0,285,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.95302761682418, , ,2.67414864942653, ,3.85014760171006,Plus service,No
Zone 3,50,37,Married,11,48,Some college,8,No,Female,2,Yes,No,Yes,No,12.9,27.75,0,8.75,0,669.75,1445.15,0,445,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.55722731136763,3.32323584019244, ,2.16905370036952, ,3.87120101090789,Plus service,No
Zone 2,65,64,Married,22,13,High school degree,5,Yes,Female,3,Yes,No,Yes,No,14.6,33,0,15.75,0,921.7,1990.2,0,930,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.68102152871429,3.49650756146648, ,2.75684036527164, ,2.56494935746154,Plus service,No
Zone 2,59,52,Married,18,78,Did not complete high school,25,No,Male,2,No,No,No,No,18.6,0,0,0,0,1179.05,0,0,0,0,No,No,No,No,No,No,No,No,No,2.92316158071916, , , , ,4.35670882668959,Basic service,No
Zone 3,29,26,Unmarried,7,34,Did not complete high school,7,No,Female,2,No,No,Yes,No,6.5,0,0,16,0,198.7,0,0,490,0,No,No,No,No,Yes,Yes,No,No,No,1.87180217690159, , ,2.77258872223978, ,3.52636052461616,Plus service,No
Zone 1,60,46,Unmarried,17,81,Post-undergraduate degree,9,No,Female,1,No,Yes,Yes,No,17.45,0,39.25,10.25,0,1067,0,2331.65,610,0,Yes,No,No,Yes,No,No,No,No,Yes,2.85933964864844, ,3.66995144422842,2.32727770558442, ,4.39444915467244,E-service,No
Zone 1,71,45,Married,14,86,High school degree,25,No,Male,2,No,Yes,Yes,No,45.05,0,33,35,0,3235.9,0,2386.45,2495,0,Yes,No,No,Yes,No,No,No,No,No,3.80777298405435, ,3.49650756146648,3.55534806148941, ,4.45434729625351,E-service,No
Zone 3,38,27,Married,0,26,College degree,2,No,Male,4,No,Yes,Yes,Yes,12.2,0,38.75,9.25,28.05,477.5,0,1429.95,365,1111,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2.50143595173921, ,3.65713075579936,2.22462355152433,3.33398863196871,3.25809653802148,Total service,Yes
Zone 3,16,34,Married,5,51,High school degree,8,No,Female,5,No,No,Yes,No,4.7,0,0,16.5,0,61.5,0,0,260,0,No,No,No,No,No,No,No,No,No,1.54756250871601, , ,2.80336038090653, ,3.93182563272433,Basic service,No
Zone 3,7,31,Unmarried,10,59,Some college,10,No,Male,1,No,Yes,No,No,2.45,0,29.8,0,0,16.35,0,170.2,0,0,No,Yes,No,No,No,Yes,No,No,Yes,.896088024556636, ,3.39450839351136, , ,4.07753744390572,Basic service,No
Zone 1,59,53,Unmarried,21,112,College degree,16,No,Male,1,No,Yes,No,Yes,21.1,0,38.55,0,25.3,1236.3,0,2190.1,0,1465.35,Yes,No,No,Yes,No,No,No,No,Yes,3.04927304048202, ,3.65195610000934, ,3.23080439573347,4.71849887129509,E-service,Yes
Zone 2,22,56,Married,14,57,College degree,28,No,Male,2,Yes,Yes,Yes,Yes,6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250,649.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.82454929205105,2.9041650800285,3.60141342833266,2.35137525716348,3.3603753871419,4.04305126783455,Total service,No
Zone 1,18,48,Married,20,41,Did not complete high school,2,No,Female,2,Yes,No,Yes,No,4.35,13,0,8,0,59.15,220.95,0,135,0,No,No,No,No,Yes,Yes,No,No,No,1.47017584510059,2.56494935746154, ,2.07944154167984, ,3.71357206670431,Basic service,No
Zone 2,64,46,Married,19,168,High school degree,26,No,Female,2,Yes,Yes,Yes,Yes,14.2,71,73.8,38.75,62.45,928.8,4667.75,4758.05,2460,3704.05,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.65324196460721,4.26267987704132,4.30135873160643,3.65713075579936,4.13436623657159,5.12396397940326,Total service,No
Zone 2,7,33,Unmarried,4,29,College degree,4,No,Female,3,No,Yes,No,No,4.65,0,28.35,0,0,35.45,0,166.5,0,0,No,No,No,Yes,No,No,No,No,Yes,1.53686721959926, ,3.34462703017376, , ,3.36729582998647,Basic service,Yes
Zone 3,65,58,Unmarried,13,167,High school degree,14,No,Female,2,No,No,Yes,No,24.3,0,0,17.25,0,1642.35,0,0,1110,0,Yes,No,No,No,No,No,No,No,No,3.1904763503465, , ,2.84781214347737, ,5.11799381241676,E-service,No
Zone 3,7,24,Unmarried,5,29,High school degree,3,No,Male,3,Yes,No,No,No,4.45,13.5,0,0,0,43.7,109.5,0,0,0,No,No,Yes,Yes,No,No,No,Yes,No,1.49290409617815,2.60268968544438, , , ,3.36729582998647,Basic service,Yes
Zone 1,64,55,Unmarried,28,104,Did not complete high school,26,No,Female,1,No,No,Yes,No,15,0,0,39.25,0,960.95,0,0,2360,0,No,No,No,No,Yes,No,No,Yes,No,2.70805020110221, , ,3.66995144422842, ,4.64439089914137,Plus service,No
Zone 3,42,22,Married,0,46,College degree,0,No,Male,2,Yes,Yes,Yes,Yes,9.35,20.25,51.35,6,36,311.85,850.65,2099.55,270,1503.65,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,2.2353763433006,3.00815479355255,3.93866493637457,1.79175946922805,3.58351893845611,3.8286413964891,Total service,Yes
Zone 3,33,26,Unmarried,5,46,College degree,1,No,Female,3,Yes,Yes,Yes,Yes,11,17.5,40.9,6,32.05,350.05,593.1,1347.7,185,1009.5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.39789527279837,2.86220088092947,3.71113006304876,1.79175946922805,3.46729718336668,3.8286413964891,Total service,No
Zone 1,3,33,Unmarried,8,51,College degree,0,No,Female,1,No,Yes,No,No,2.9,0,19.9,0,0,12.05,0,40.15,0,0,No,No,No,No,No,No,No,No,No,1.06471073699243, ,2.99071973173045, , ,3.93182563272433,Basic service,Yes
Zone 2,69,42,Married,11,65,High school degree,18,No,Male,2,Yes,Yes,Yes,Yes,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125,4399.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.65324196460721,3.41772668361337,4.16200321069592,3.44998754583159,4.19795354484112,4.17438726989564,Total service,No
Zone 2,9,33,Unmarried,1,48,High school degree,13,No,Male,2,Yes,No,Yes,No,3.15,13.25,0,30.5,0,39.75,110.05,0,275,0,No,No,No,No,Yes,Yes,No,No,No,1.14740245283754,2.58399755243223, ,3.41772668361337, ,3.87120101090789,Basic service,No
Zone 3,22,34,Married,1,46,Some college,1,No,Male,4,No,Yes,No,No,7.1,0,23.4,0,0,125.05,0,484.1,0,0,Yes,No,No,Yes,No,No,No,No,No,1.96009478404727, ,3.15273602236366, , ,3.8286413964891,E-service,No
Zone 2,53,63,Married,15,43,High school degree,18,No,Male,2,No,Yes,Yes,No,14.85,0,37,11,0,808.95,0,2012.6,535,0,Yes,No,No,Yes,No,No,No,No,Yes,2.69799986524871, ,3.61091791264422,2.39789527279837, ,3.76120011569356,E-service,No
Zone 3,71,53,Unmarried,30,110,Did not complete high school,34,No,Male,1,No,No,Yes,No,17.45,0,0,14.75,0,1249.8,0,0,1100,0,Yes,No,No,No,No,No,No,No,No,2.85933964864844, , ,2.69124308278583, ,4.70048036579242,E-service,No
Zone 3,24,26,Unmarried,2,32,Some college,2,No,Male,3,No,No,No,No,4.25,0,0,0,0,97.35,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.44691898293633, , , , ,3.46573590279973,Basic service,No
Zone 3,12,22,Married,1,18,Some college,0,No,Female,2,No,No,No,No,4.65,0,0,0,0,57.7,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,1.53686721959926, , , , ,2.89037175789616,Basic service,No
Zone 1,25,39,Married,1,26,College degree,0,No,Male,4,No,Yes,Yes,Yes,14.45,0,35.95,23,24.75,349.9,0,895.05,515,640.8,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.67069441455844, ,3.58212908416706,3.13549421592915,3.2088254890147,3.25809653802148,E-service,Yes
Zone 3,63,28,Married,9,34,High school degree,10,No,Female,6,Yes,No,Yes,Yes,15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.70805020110221,3.68887945411394, ,2.86220088092947,3.80888224650863,3.52636052461616,Plus service,No
Zone 1,33,54,Married,18,57,College degree,4,No,Female,3,Yes,Yes,No,No,7.5,30.25,33.9,0,0,226.25,1105.75,1108.5,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,2.01490302054226,3.40949618447685,3.5234150143864, , ,4.04305126783455,Plus service,Yes
Zone 2,57,54,Married,20,21,High school degree,0,No,Female,3,No,No,Yes,No,10.6,0,0,17,0,565.55,0,0,930,0,No,No,No,No,No,No,No,No,No,2.36085400111802, , ,2.83321334405622, ,3.04452243772342,Basic service,No
Zone 3,13,33,Unmarried,7,38,Some college,10,No,Female,1,Yes,Yes,Yes,Yes,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155,318.9,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.61938824328727,2.91777073208428,3.70868208141012,2.52572864430826,3.36210999295411,3.63758615972639,Total service,No
Zone 1,13,21,Unmarried,2,19,Some college,0,No,Female,1,No,Yes,Yes,No,7.9,0,25.2,5,0,98.35,0,311.65,40,0,Yes,No,No,Yes,No,No,No,No,No,2.06686275947298, ,3.22684399451738,1.6094379124341, ,2.94443897916644,E-service,Yes
Zone 1,71,39,Unmarried,2,40,Some college,17,No,Male,1,Yes,No,Yes,No,36.25,27.75,0,38.5,0,2553.7,1916.25,0,2620,0,Yes,Yes,No,No,No,Yes,No,Yes,No,3.59043938130068,3.32323584019244, ,3.65065824129374, ,3.68887945411394,Plus service,No
