case,weighta,weightq,a049,a062,a071,a121,a124,a1661,a172,b010,b1661,b216,b260,g018,g019,c11111,c11121,c11122,c11131,c11141,c11142,c11151,c11211,c11221,c11231,c11241,c11251,c11252,c11253,c11311,c11321,c11331,c11341,c11411,c11421,c11431,c11441,c11451,c11461,c11471,c11511,c11521,c11522,c11531,c11541,c11551,c11611,c11621,c11631,c11641,c11651,c11661,c11671,c11681,c11691,c11711,c11721,c11731,c11741,c11751,c11761,c11771,c11781,c11811,c11821,c11831,c11841,c11851,c11861,c11911,c11921,c11931,c11941,c12111,c12121,c12131,c12211,c12221,c12231,c12241,c21111,c21211,c21212,c21213,c21214,c21221,c21311,c22111,c22121,c22131,cb1111,cb1112,cb1113,cb1114,cb1115,cb1116,cb111c,cb111d,cb111e,cb111f,cb111g,cb111h,cb111i,cb111j,cb1121,cb1122,cb1123,cb1124,cb1125,cb1126,cb1127,cb1128,cb112b,cb1213,c31111,c31211,c31212,c31221,c31222,c31231,c31232,c31233,c31234,c31311,c31312,c31313,c31314,c31315,c31411,c31412,c31413,c32111,c32121,c32131,c32211,c41211,c43111,c43112,c44211,c45112,c45114,c45212,c45214,c45222,c45312,c45411,c45412,c45511,c51113,c51114,c51212,c51311,c52111,c52112,c53111,c53121,c53122,c53131,c53132,c53133,c53141,c53151,c53161,c53171,c53211,c53311,c53312,c53313,c53314,c54111,c54121,c54131,c54132,c54141,c55111,c55112,c55211,c55212,c55213,c55214,c56111,c56112,c56121,c56122,c56123,c56124,c56125,c56211,c56221,c56222,c56223,c61111,c61112,c61211,c61311,c61312,c61313,c62111,c62112,c62113,c62114,c62211,c62212,c62311,c62321,c62322,c62331,c63111,c71112,c71122,c71212,c71311,c71411,c72111,c72112,c72113,c72114,c72115,c72211,c72212,c72213,c72313,c72314,c72411,c72412,c72413,c72414,c73112,c73212,c73213,c73214,c73311,c73312,c73411,c73512,c73513,c73611,c81111,c82111,c82112,c82113,c83112,c83114,c83115,c91111,c91112,c91113,c91121,c91122,c91123,c91124,c91125,c91126,c91127,c91128,c91211,c91221,c91311,c91411,c91412,c91413,c91511,c92111,c92112,c92114,c92116,c92117,c92211,c92221,c92311,c93111,c93112,c93113,c93114,c93211,c93212,c93311,c93312,c93313,c93411,c93412,c93511,c94111,c94112,c94113,c94115,c94211,c94212,c94221,c94232,c94236,c94238,c94239,c94241,c94242,c94243,c94244,c94245,c94246,c94311,c94312,c94313,c94314,c94315,c94316,c94319,c9431a,c9431b,c9431c,c9431d,c9431e,c9431f,c9431i,c95111,c95211,c95212,c95311,c95411,ca1113,ca2113,ca3113,ca4113,ca5113,cb2114,cc1111,cc1211,cc1311,cc1312,cc1313,cc1314,cc1315,cc1316,cc1317,cc3111,cc3112,cc3211,cc3221,cc3222,cc3223,cc3224,cc4111,cc4112,cc4121,cc4122,cc5213,cc5412,cc5413,cc6212,cc6214,cc7111,cc7112,cc7113,cc7114,cc7115,cc7116,ck1211,ck1313,ck1314,ck1315,ck1316,ck1411,ck2111,ck3111,ck3112,ck4111,ck4112,ck5111,ck5113,ck5115,ck5116,ck5212,ck5213,ck5214,ck5215,ck5216,ck5221,ck5222,ck5223,ck5316,a054,a056,a060,a091,a093,a094,p344,p348,p352,p396,sexhrp,a055,a190,gor,gorx,p389,year,p600,p601,p602,p603,p604,p605,p606,p607,p608,p609,p610,p611,p612,p620p,p630p,incanon,a070p,p396p,incranges,se,pt,ft,re,ue,ua,Childband,foodban,ageban
629,3.49465,13.9786,3,1 man; 1 woman & 1c,Highest age - mixed sex,Owned with mortgage,2,Home computer present,Internet connection in household,0,0,0,0,2,1,0.36,1.24,0.31,0.78,0,0,1.985,0.475,0,0,0,0,1.71,0,1.475,0,0,0.395,2.05,2,0,1.095,0.935,0.76,0.545,0.53,0,0,0,0.87,0,0.285,0.47,0.64,0,1.405,2.185,0.285,0.205,0,3.15,0.49,0.885,2.925,0.64,1.94,0.465,0.755,0,0,0,2.735,0.17,0,0.78,0,1.29,0,5.97,0,0,0,1.535,0.725,0,0,0,0,0,0.745,0,0,0,0,0,36.22,0,0,0.89,3.14,8.99,0,0,0,0,0,0,0,49.3,0,2.45,0,0,0,0.395,6.445,0,0,0,0,12,0,8.75,0,0,3.495,12.375,6.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.305,0,0,0,0,0,0,0,0,0,0,0,19.995,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,10.5,9.495,0,0,0,0,2.495,5.48,0,0,0,1.985,0,0,0,0,0,3.75,0,0,0,0,1.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.745,0,0,0,22.995,0,4.49,0,0,0,0,0,0,1.65,21.09,0,0,17.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,2.575,0,1,0,0,0,0,0,0,0,7.75,0,0,0.735,0,0,2.605,1.42,0,3.5,0,1.5,0,0,0,0,0,0,15.55,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,2,2,1000 or more,Higher managerial,Fulltime employee,Large Employers & Higher Managerial,1625.7875,16.5,1625.7875,40,Male,June,Home Computer access to NET,North West,North West & Merseyside,1110.76,2004,482.14,55.44,0.745,43.005,33.365,78.345,1.035,10.07,11.54,92.865,0,107.83,47.9,102.7205,584.8605,1625.7875,40,40,High income,0,0,1,0,0,0,One children,From £ 40 to £ 60,From 30 to 55 years
645,2.8914,11.5656,2,One man and 1 woman,Highest age - all male,Owned outright,1,Home computer present,No internet connection,0,0,0,0,2,0,0.385,0,1.84,0.675,0.95,0,3.955,0,0,0,0,0,0.355,0,0,0,0,0,0,1.705,0,3.645,0.685,0,0,0.495,0.81,0,0,0,0,0.38,0.46,0,0,0,0,1,1.54,1.37,0.37,0.14,0.695,0.285,0,0.525,0.54,0.35,0,0.99,1.47,0,0.785,0.395,0.995,0,1.54,0,0,0,0,0,1.675,0,0,24.76,2.495,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,1.015,0,0,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,380 - 399.999 pw,Not classifiable for other reasons,Ret unoc over min ni age,Not classifiable for other reasons,435.059,162.244,435.059,79,Male,December,Not recorded,North West,North West & Merseyside,402.654,2004,297.7,33.13,29.745,69,32.13,26.83,0,17.62,4.15,70,0,0,15.095,30.86,328.56,435.059,79,79,Medium-low income,0,0,0,1,0,0,No children,From £ 20 to £ 40,More than 55 years
676,2.66545,10.6618,4,1 man; 1 woman; 2c,Highest age - all male,Owned with mortgage,1,Home computer present,Internet connection in household,0,0,0,0,2,2,0,5.105,1.79,0.205,0,1.82,3.8,4.335,0,0,1.745,0,0.995,0,0,0,0,2.47,0,3.09,0,2.37,1.22,0.99,0.84,0,0.865,0,0,0,0,1,1.505,2.53,0.915,2.11,0.565,1.59,0,0,0.675,0.96,1.06,1.29,0,1.16,2.45,0,0,0,4.015,0.965,0,0,0.64,0,0.235,0,0,0.915,0,0,5.11,2.2,0,0,0,0,0,0,0,12.99,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,0,0,0.695,0.5,0,0,6.625,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0.935,1.27,0,0.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0,0,0,10,3.8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,13,0,0,1.135,0,0,4.48,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.4,0,2,2,320 - 339.999 pw,Routine production,Fulltime employee,Routine,766.095,37.07,766.095,43,Male,January,Home Computer access to NET,North West,North West & Merseyside,596.26,2004,293.4,69.5,12.99,15.745,26.95,4.275,0,23.75,5.08,92.565,0,9.595,32.95,104.441,397.841,766.095,43,43,Medium-high income,0,0,1,0,0,0,Two children,More than £ 60,From 30 to 55 years
678,3.000725,12.0029,1,One woman,Highest age - all female,Owned with mortgage,1,Home computer present,Internet connection in household,0,8.77,0,0,1,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245,0,0,0,0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1.645,0,0,0,0,4.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,380 - 399.999 pw,Higher managerial,Fulltime employee,Large Employers & Higher Managerial,375.145,0,375.145,28,Female,November,Home Computer access to NET,North West,North West & Merseyside,278.89,2004,119.06,0.495,2.245,0,14.48,21.54,0,0,15.69,34.145,0,19.31,11.155,70.152,189.212,379.976851,28,28,Medium-low income,0,0,1,0,0,0,No children,£ 20 or less,Less than 30 years
698,4.429675,17.7187,2,One man and 1 woman,Highest age - all male,Owned with mortgage,2,Home computer present,No internet connection,0,0,0,0,2,0,0,0,0,1.24,1.09,0,2.525,5.3,1.615,0,7.885,0,0,0,0.955,0,0,0.595,0,0,0,1.08,0.475,0.595,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.305,2.255,0.97,0,2.565,0.495,0.595,0,0,0,0.14,2.24,0,2.645,1.29,0.36,7.25,0,0,0,0,1.625,0,0,5.695,0,0,0,0,0,0,37.04,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.505,0,0,0,0,0,0,0,49.995,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.775,2.295,0,0,0,0,0,0,0,0,57.75,0,0.84,2.47,0,0,1.245,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,700 - 724.999 pw,Higher managerial,Fulltime employee,Large Employers & Higher Managerial,1029.92,0,962.61,28,Female,April,Not recorded,North West,North West & Merseyside,771.6318,2004,420.95,47.405,42.735,53.115,17.69,6.995,0,104.78,9.23,25.69,0,19.005,94.305,148.2505,569.2005,1029.92,29,28,High income,0,0,1,0,0,0,No children,From £ 40 to £ 60,Less than 30 years
710,3.9999,15.9996,3,Three adults,Highest age - mixed sex,Owned outright,2,Home computer present,Internet connection in household,0,1.15,0,0,3,0,0,2.54,5.685,0.7,0.48,0,1.8,3.735,1.205,1.525,8.21,1.3,0,0,2.5,0,1.815,3.135,0,4.015,0,0,0.585,0,0.41,0,0.395,0,0,0.99,0,0.445,0,1.39,0,0,0,0,0,0,0,0.395,2.775,2.62,0,1.48,2.345,1.475,0,0.53,0.955,1.73,0,0,2.275,0,0.825,0,2.47,0,0,1.08,0.27,1.495,0,0,0,0,0,0,0,3.495,0,0,0,7.7,0,0,1.485,4.75,0,0,1.275,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,1.15,0,0,0,0,0,1.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.195,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995,0,0,0,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.39,2.7,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,245.95,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,3,3,180 - 199.999 pw,Lower professional & higher technical (t,Pt employee,Lower Managerial & Professionals,822.0675,0,605.7075,55,Female,March,Home Computer access to NET,North West,North West & Merseyside,674.51,2004,372.165,70.45,3.495,39.745,44.48,65.86,1.995,35.755,5.53,20.39,38.54,19.7,26.225,384.78,756.945,822.0675,55,55,Medium-high income,0,1,0,0,0,0,No children,More than £ 60,More than 55 years
720,3.3827,13.5308,1,One man,Highest age - all male,Owned with mortgage,1,No home computer,No internet connection,0,16.85,0,0,1,0,0.2,1.205,1.94,0.45,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1.225,0.645,0,0,0,0.345,0,0,0,0,0,0.185,0.665,0,0,0.265,0,0,0,0,0.55,0,0.755,0,0.155,0.245,0.715,0,0,0.58,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,1.995,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,2.465,0,0,0,0,4.1,0,0,0,0,0,0,0.35,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,3.25,0,0,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,400 - 424.999 pw,Routine technical,Fulltime employee,Routine,407.38,0,405.46,37,Male,October,Not recorded,North West,North West & Merseyside,309.8176,2004,325.33,18.435,1.995,0,14.95,123.8,7.26,43.2,21.08,45.46,0,20.825,28.325,62.2045,387.5345,412.0146955,37,37,Medium-low income,0,0,1,0,0,0,No children,£ 20 or less,From 30 to 55 years
728,5.195425,20.7817,3,Three adults,Highest age - all male,Owned outright,2,Home computer present,Internet connection in household,0,6.46,0,0,3,0,0,2.885,1.84,0.995,0.245,0,0,0,0.465,0,6.665,0.82,2.65,0,0,0,0,2.765,0,3.87,0,2.68,5.575,0,0,0,0.485,0,0,0.84,0,1.115,1.25,0.86,0,1.87,4.39,1.965,0,0,1.585,0.515,2.305,2.895,0,1.25,1.7,1.245,0.345,0.72,0,0,0,0,0,0,0,0,0,0,0,1.045,1.795,1.205,0,0,5.035,0,0,0,0,7.415,0,0,0,84.875,0,0,0,0,1.2,0,3,0,12.18,0,0,8.795,0,0,0,0,2.475,1.25,2.43,7.725,0,0,0.7,0,0,0,6.923076923,9.475,0,0,0,0,24.5,0,0,0,0,0,2.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,2.995,1.415,3.56,1.17,0,0,0,0,0,0,0,0,19.2,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.94,0,0,0,0,0,0,0,0,0,60.545,0,0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,7.64,0,1.365,0,0,0,0,0,0,0,13.225,0,0,5.655,0.82,3.185,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,55.78,11.54,0,0,0,0,0,0,0,0,0,0,0,3,3,575 - 599.999 pw,Lower supervisory,Fulltime employee,Lower Supervisory & Technical,1307.795,0,1269.335,55,Male,September,Home Computer access to NET,North West,North West & Merseyside,998.1688,2004,834.7430769,62.325,12.45,43.17307692,20.05,13.13,22.18,107.985,14.58,349.295,0,128.17,61.405,102.94,937.6830769,1307.795,55,55,High income,0,0,1,0,0,0,No children,More than £ 60,More than 55 years
731,3.2994,13.1976,3,1 man; 1 woman & 1c,Highest age - all male,Owned with mortgage,2,Home computer present,Internet connection in household,0,9,0,2.5,2,1,0,1.025,0,0.395,0.84,0.71,0.73,2,0,0,1.845,0,1.145,0,1,0,0,1.075,0.325,0,0,0,1.27,0.545,0,2.05,0,0,0,0,0,0,0,0,0,0,0.895,0,0,0,0.995,0,1.015,2.715,0,0.24,1.59,1.405,0,0,1.88,0,0,0,2.07,0,0.5,0,4.13,0,0,0,6.215,0.285,0,0,4.995,0,0,0,0,2,35.53,0,0,31.02,0,0,0,0,0,10.75,0,0,0,0,0,9.99,0,0,1.49,0,1.995,0.85,4.895,0,0,0,0.85,0,0,0,6.75,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36,0.39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.77,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,2.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,3.835,0,0,0,0,0,0,0,0,0,0,2.915,0,0,0,2.395,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,13.85,0,0,0,12.12,7,0,3,0,0,5,0,0,2,2,400 - 424.999 pw,Semi-routine sales,Fulltime employee,Semi-Routine,558.32,16.5,558.32,47,Male,September,Home Computer access to NET,North West,North West & Merseyside,479.41,2004,421.335,48.23,42.525,44.365,17.01,10.75,0,100.77,23.46,40.325,0,64.34,29.56,123.066,544.401,558.32,47,47,Medium-high income,0,0,1,0,0,0,One children,From £ 40 to £ 60,From 30 to 55 years
753,2.799925,11.1997,2,One man and 1 woman,Highest age - all female,Owned with mortgage,2,Home computer present,Internet connection in household,0,0,0,0,2,0,0,3.095,2.53,0,2.94,0,0.595,6.72,0,1.78,0,0.845,1.995,0,0.87,0,0,0,0.755,2.265,0,0,0,0.445,0.49,0.485,0,0.345,0,0.865,0,0,0.23,0,0,0,0.575,0,1.78,0,2.13,0.345,2.14,1.74,0,0.425,0,0.49,0,0,0.875,1.8,2.895,0,0.495,0.69,1.29,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,35.095,0,0,21.575,0,0,0,0,0,4.7,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,25,0,0,0,0,0,0,4.5,0,0,0,0,0,0,19.995,0,0,0,0,0,0,0,0,0,0,0,0,0,24.15,18.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.585,2.425,0.245,0,0,0,0,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,4,0,0,0,0,0,0,0,0,5.86,0.58,1.5,2.49,0,0,0,0,0,0,23.5,0,0,0,0,0,0,7.975,0.545,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,475 - 499.999 pw,Lower professional & higher technical (t,Fulltime employee,Lower Managerial & Professionals,761.63,0,761.63,50,Female,February,Home Computer access to NET,North West,North West & Merseyside,585.64,2004,377.275,51.33,36.085,50.49,58.905,5.255,0.745,33,11.01,42.87,0,34.525,53.06,179.868,557.143,761.63,50,50,Medium-high income,0,0,1,0,0,0,No children,From £ 40 to £ 60,From 30 to 55 years
763,2.374975,9.4999,5,1 man; 1 woman; 3c,Highest age - all male,Other rented unfurnished,1,Home computer present,Internet connection in household,155.78,0,0,0,2,3,0,7.45,1.39,0.795,0,0.99,2.75,9.995,0,12.2,9,0,0,0,0,0,0,0,1.665,0,0,0,1.31,0.475,0,0,0.295,0,0,0,0,1.765,1.115,2.445,0.79,2.08,0.54,1,1.045,0,0.98,0.435,2.765,1.185,0.395,2.58,0,1.37,0,0,0,2.04,0,0,0,1.335,0,0,0.155,0,0,0,0.625,0.475,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,2.105,0,0,0,10,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495,0,0.99,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,13.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,0,0,0,0,0,0,0,0,0,6.25,11.9,0,0,270,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,1.285,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,145,0,0,0,0,0,0,0,0,0,233.64,0,34.62,0,0,0,17.5,0,0,0,0,0,0,0,0,1,2,1000 or more,Higher professional (traditional ) - emp,Fulltime employee,Higher Professionals,1457.6,38.6,1457.6,45,Male,March,Home Computer access to NET,North West,North West & Merseyside,898.48,2004,1090.375,73.435,0,19.75,177.76,48.725,13.555,357.09,10.28,24.035,179.38,25.575,160.79,356.63,1447.005,1457.6,45,45,High income,0,0,1,0,0,0,More than two children,More than £ 60,From 30 to 55 years
